Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-04 01:25:00+00:00,34697.97265625,34697.97265625,34661.05859375,34670.90234375,34670.90234375,0
2023-11-04 01:30:00+00:00,34681.97265625,34716.12890625,34681.97265625,34685.17578125,34685.17578125,0
2023-11-04 01:35:00+00:00,34674.3671875,34723.3671875,34668.37109375,34723.3671875,34723.3671875,0
2023-11-04 01:40:00+00:00,34729.32421875,34761.0625,34729.32421875,34761.0625,34761.0625,0
2023-11-04 01:45:00+00:00,34762.94140625,34762.94140625,34743.109375,34744.05859375,34744.05859375,0
2023-11-04 01:50:00+00:00,34757.5625,34783.13671875,34757.5625,34779.8515625,34779.8515625,0
2023-11-04 01:55:00+00:00,34774.6953125,34784.16796875,34774.6953125,34780.73828125,34780.73828125,1129472
2023-11-04 02:00:00+00:00,34776.97265625,34792.9609375,34776.97265625,34783.5625,34783.5625,0
2023-11-04 02:05:00+00:00,34775.08203125,34790.09375,34769.10546875,34769.10546875,34769.10546875,0
2023-11-04 02:10:00+00:00,34773.5234375,34773.5234375,34767.3828125,34771.6640625,34771.6640625,0
2023-11-04 02:15:00+00:00,34769.3984375,34779.28515625,34766.48828125,34771.5,34771.5,0
2023-11-04 02:20:00+00:00,34770.1875,34771.02734375,34763.0546875,34763.0546875,34763.0546875,6447104
2023-11-04 02:25:00+00:00,34759.91015625,34759.91015625,34728.921875,34728.921875,34728.921875,0
2023-11-04 02:30:00+00:00,34727.97265625,34732.22265625,34722.19140625,34732.22265625,34732.22265625,0
2023-11-04 02:35:00+00:00,34736.74609375,34736.74609375,34721.41015625,34721.41015625,34721.41015625,0
2023-11-04 02:40:00+00:00,34717.29296875,34720.69921875,34715.2890625,34720.69921875,34720.69921875,0
2023-11-04 02:45:00+00:00,34717.640625,34720.1171875,34715.4765625,34720.1171875,34720.1171875,0
2023-11-04 02:50:00+00:00,34721.46875,34721.46875,34707.2890625,34710.8125,34710.8125,0
2023-11-04 02:55:00+00:00,34704.94140625,34711.8359375,34704.94140625,34711.8359375,34711.8359375,0
2023-11-04 03:00:00+00:00,34702.01171875,34702.01171875,34680.38671875,34680.38671875,34680.38671875,0
2023-11-04 03:05:00+00:00,34676.62890625,34676.62890625,34667.65625,34676.12109375,34676.12109375,335872
2023-11-04 03:10:00+00:00,34682.76171875,34687.28125,34681.94140625,34687.28125,34687.28125,0
2023-11-04 03:15:00+00:00,34680.50390625,34680.50390625,34677.19921875,34677.5078125,34677.5078125,7950336
2023-11-04 03:20:00+00:00,34680.6796875,34689.4296875,34680.6796875,34689.4296875,34689.4296875,0
2023-11-04 03:25:00+00:00,34688.4296875,34692.234375,34687.90625,34687.90625,34687.90625,0
2023-11-04 03:30:00+00:00,34690.97265625,34694.64453125,34689.67578125,34689.67578125,34689.67578125,0
2023-11-04 03:35:00+00:00,34686.890625,34710.44921875,34686.890625,34710.44921875,34710.44921875,0
2023-11-04 03:40:00+00:00,34731.03125,34731.03125,34727.74609375,34727.8125,34727.8125,0
2023-11-04 03:45:00+00:00,34728.5234375,34738.05078125,34728.5234375,34733.12890625,34733.12890625,4656128
2023-11-04 03:50:00+00:00,34728.08984375,34728.08984375,34723.94140625,34723.94140625,34723.94140625,0
2023-11-04 03:55:00+00:00,34727.08984375,34734.32421875,34727.08984375,34728.328125,34728.328125,0
2023-11-04 04:00:00+00:00,34724.96484375,34728.84375,34711.34375,34711.34375,34711.34375,0
2023-11-04 04:05:00+00:00,34708.08984375,34715.93359375,34706.15234375,34715.93359375,34715.93359375,0
2023-11-04 04:10:00+00:00,34727.1484375,34731.125,34720.4453125,34720.4453125,34720.4453125,2388992
2023-11-04 04:15:00+00:00,34729.10546875,34729.10546875,34711.6015625,34711.6015625,34711.6015625,0
2023-11-04 04:20:00+00:00,34711.77734375,34711.77734375,34700.9296875,34708.51953125,34708.51953125,0
2023-11-04 04:25:00+00:00,34708.37109375,34720.05859375,34708.37109375,34715.47265625,34715.47265625,0
2023-11-04 04:30:00+00:00,34713.5625,34713.5625,34692.84765625,34692.84765625,34692.84765625,0
2023-11-04 04:35:00+00:00,34692.4765625,34701.15625,34692.4765625,34694.21484375,34694.21484375,0
2023-11-04 04:40:00+00:00,34686.9296875,34686.9296875,34676.234375,34683.5703125,34683.5703125,0
2023-11-04 04:45:00+00:00,34679.3515625,34682.4453125,34674.859375,34682.4453125,34682.4453125,0
2023-11-04 04:50:00+00:00,34674.9765625,34683.53125,34673.828125,34683.53125,34683.53125,0
2023-11-04 04:55:00+00:00,34685.6171875,34686.546875,34682.08984375,34685.1875,34685.1875,0
2023-11-04 05:00:00+00:00,34685.8984375,34685.8984375,34662.53515625,34662.53515625,34662.53515625,0
2023-11-04 05:05:00+00:00,34646.96484375,34646.96484375,34627.55859375,34627.55859375,34627.55859375,0
2023-11-04 05:10:00+00:00,34629.515625,34629.515625,34616.69140625,34618.53515625,34618.53515625,0
2023-11-04 05:15:00+00:00,34619.71875,34631.78515625,34619.71875,34624.30078125,34624.30078125,2478080
2023-11-04 05:20:00+00:00,34634.765625,34638.4375,34631.07421875,34638.4375,34638.4375,0
2023-11-04 05:25:00+00:00,34638.45703125,34642.84375,34638.29296875,34642.5859375,34642.5859375,0
2023-11-04 05:30:00+00:00,34638.6796875,34645.84765625,34629.6796875,34629.6796875,34629.6796875,0
2023-11-04 05:35:00+00:00,34634.1640625,34636.85546875,34632.16015625,34633.953125,34633.953125,0
2023-11-04 05:40:00+00:00,34631.453125,34707.6640625,34631.453125,34707.28515625,34707.28515625,19858432
2023-11-04 05:45:00+00:00,34711.3515625,34715.5,34699.45703125,34699.45703125,34699.45703125,0
2023-11-04 05:50:00+00:00,34700.0546875,34700.0546875,34686.015625,34696.7578125,34696.7578125,0
2023-11-04 05:55:00+00:00,34701.30078125,34760.765625,34701.30078125,34760.765625,34760.765625,6327296
2023-11-04 06:00:00+00:00,34759.359375,34813.375,34759.359375,34813.375,34813.375,0
2023-11-04 06:05:00+00:00,34855.34765625,34960.5234375,34839.29296875,34960.5234375,34960.5234375,37281792
2023-11-04 06:10:00+00:00,34932.0625,34932.34375,34888.66796875,34888.66796875,34888.66796875,231554048
2023-11-04 06:15:00+00:00,34896.109375,34912.20703125,34895.8046875,34896.046875,34896.046875,53825536
2023-11-04 06:20:00+00:00,34863.93359375,34863.93359375,34799.26953125,34799.26953125,34799.26953125,31229952
2023-11-04 06:25:00+00:00,34773.08203125,34788.3125,34773.08203125,34778.7890625,34778.7890625,56680448
2023-11-04 06:30:00+00:00,34776.51953125,34776.51953125,34748.29296875,34771.91015625,34771.91015625,12285952
2023-11-04 06:35:00+00:00,34792.34375,34818.05078125,34792.34375,34816.0078125,34816.0078125,14609408
2023-11-04 06:40:00+00:00,34824.80859375,34840.75,34824.80859375,34828.44921875,34828.44921875,23363584
2023-11-04 06:45:00+00:00,34824.7734375,34848.17578125,34824.7734375,34829.234375,34829.234375,1984512
2023-11-04 06:50:00+00:00,34820.94921875,34829.54296875,34820.40234375,34820.40234375,34820.40234375,0
2023-11-04 06:55:00+00:00,34809.703125,34815.25390625,34795.51171875,34798.33984375,34798.33984375,0
2023-11-04 07:00:00+00:00,34798.6484375,34817.734375,34797.78515625,34817.734375,34817.734375,0
2023-11-04 07:05:00+00:00,34820.85546875,34837.8828125,34820.85546875,34822.19921875,34822.19921875,0
2023-11-04 07:10:00+00:00,34817.78515625,34835.0390625,34817.78515625,34835.0390625,34835.0390625,0
2023-11-04 07:15:00+00:00,34839.19140625,34850.2109375,34839.19140625,34844.74609375,34844.74609375,0
2023-11-04 07:20:00+00:00,34844.421875,34869.55859375,34844.421875,34869.55859375,34869.55859375,0
2023-11-04 07:25:00+00:00,34875.87890625,34882.90234375,34870.546875,34880.89453125,34880.89453125,19374080
2023-11-04 07:30:00+00:00,34870.72265625,34871.57421875,34841.1875,34841.1875,34841.1875,0
2023-11-04 07:35:00+00:00,34844.10546875,34844.10546875,34805.86328125,34839.59765625,34839.59765625,0
2023-11-04 07:40:00+00:00,34827.5546875,34859.9140625,34827.5546875,34849.7265625,34849.7265625,15770624
2023-11-04 07:45:00+00:00,34846.36328125,34848.93359375,34834.19921875,34835.4921875,34835.4921875,0
2023-11-04 07:50:00+00:00,34830.109375,34831.125,34824.3671875,34826.46484375,34826.46484375,0
2023-11-04 07:55:00+00:00,34818.34765625,34818.34765625,34793.765625,34793.765625,34793.765625,0
2023-11-04 08:00:00+00:00,34786.63671875,34786.63671875,34757.359375,34757.359375,34757.359375,0
2023-11-04 08:05:00+00:00,34759.30078125,34779.38671875,34759.30078125,34779.38671875,34779.38671875,0
2023-11-04 08:10:00+00:00,34775.8671875,34784.4140625,34775.8671875,34784.4140625,34784.4140625,0
2023-11-04 08:15:00+00:00,34788.265625,34856.59375,34788.265625,34856.59375,34856.59375,0
2023-11-04 08:20:00+00:00,34849.98828125,34849.98828125,34824.75,34835.16015625,34835.16015625,20958208
2023-11-04 08:25:00+00:00,34814.859375,34816.41796875,34798.87109375,34798.87109375,34798.87109375,0
2023-11-04 08:30:00+00:00,34804.4140625,34821.1953125,34804.4140625,34821.1953125,34821.1953125,0
2023-11-04 08:35:00+00:00,34819.015625,34821.52734375,34814.87890625,34814.87890625,34814.87890625,0
2023-11-04 08:40:00+00:00,34812.33203125,34821.0390625,34812.33203125,34821.0390625,34821.0390625,0
2023-11-04 08:45:00+00:00,34814.4140625,34826.0625,34814.4140625,34826.0625,34826.0625,0
2023-11-04 08:50:00+00:00,34861.01171875,34868.046875,34861.01171875,34868.046875,34868.046875,0
2023-11-04 08:55:00+00:00,34872.09765625,34881.453125,34866.71875,34870.4140625,34870.4140625,0
2023-11-04 09:00:00+00:00,34865.09375,34885.78515625,34857.40234375,34857.40234375,34857.40234375,0
2023-11-04 09:05:00+00:00,34853.1328125,34881.96875,34853.1328125,34875.625,34875.625,5433344
2023-11-04 09:10:00+00:00,34878.85546875,34878.85546875,34867.83984375,34871.8125,34871.8125,0
2023-11-04 09:15:00+00:00,34866.91015625,34871.29296875,34852.86328125,34852.86328125,34852.86328125,0
2023-11-04 09:20:00+00:00,34834.640625,34836.87109375,34831.16796875,34834.90625,34834.90625,0
2023-11-04 09:25:00+00:00,34829.125,34829.125,34816.00390625,34816.00390625,34816.00390625,0
2023-11-04 09:30:00+00:00,34814.8671875,34820.49609375,34814.8671875,34820.49609375,34820.49609375,0
2023-11-04 09:35:00+00:00,34821.3515625,34848.74609375,34821.3515625,34848.74609375,34848.74609375,0
2023-11-04 09:40:00+00:00,34847.4765625,34848.140625,34819.125,34823.40625,34823.40625,0
2023-11-04 09:45:00+00:00,34808.0625,34809.08203125,34803.75390625,34807.14453125,34807.14453125,0
2023-11-04 09:50:00+00:00,34811.48046875,34811.48046875,34788.52734375,34791.62890625,34791.62890625,0
2023-11-04 09:55:00+00:00,34792.42578125,34795.41796875,34774.03125,34774.03125,34774.03125,0
2023-11-04 10:00:00+00:00,34773.41015625,34773.41015625,34764.61328125,34764.61328125,34764.61328125,0
2023-11-04 10:05:00+00:00,34765.44921875,34788.76171875,34765.44921875,34788.76171875,34788.76171875,0
2023-11-04 10:10:00+00:00,34795.92578125,34799.10546875,34784.09765625,34794.9765625,34794.9765625,0
2023-11-04 10:15:00+00:00,34797.36328125,34807.87109375,34795.484375,34807.87109375,34807.87109375,0
2023-11-04 10:20:00+00:00,34809.4453125,34824.06640625,34809.4453125,34819.40234375,34819.40234375,0
2023-11-04 10:25:00+00:00,34819.82421875,34819.82421875,34807.265625,34814.28125,34814.28125,0
2023-11-04 10:30:00+00:00,34812.078125,34813.01171875,34808.82421875,34808.82421875,34808.82421875,0
2023-11-04 10:35:00+00:00,34810.6328125,34810.6328125,34775.34375,34789.80859375,34789.80859375,0
2023-11-04 10:40:00+00:00,34782.3671875,34782.3671875,34772.5859375,34773.61328125,34773.61328125,0
2023-11-04 10:45:00+00:00,34777.0078125,34780.47265625,34762.81640625,34764.60546875,34764.60546875,0
2023-11-04 10:50:00+00:00,34762.25,34774.0703125,34762.18359375,34767.96484375,34767.96484375,0
2023-11-04 10:55:00+00:00,34767.30078125,34771.80078125,34757.96484375,34769.54296875,34769.54296875,0
2023-11-04 11:00:00+00:00,34771.5234375,34771.6875,34754.49609375,34771.6875,34771.6875,0
2023-11-04 11:05:00+00:00,34766.98828125,34785.00390625,34766.98828125,34785.00390625,34785.00390625,0
2023-11-04 11:10:00+00:00,34787.8359375,34787.8359375,34775.04296875,34778.5703125,34778.5703125,0
2023-11-04 11:15:00+00:00,34770.75,34777.94140625,34768.8046875,34777.94140625,34777.94140625,0
2023-11-04 11:20:00+00:00,34778.265625,34781.703125,34771.5234375,34777.77734375,34777.77734375,0
2023-11-04 11:25:00+00:00,34777.11328125,34777.11328125,34761.24609375,34761.24609375,34761.24609375,0
2023-11-04 11:30:00+00:00,34762.06640625,34772.8125,34761.9921875,34765.46484375,34765.46484375,0
2023-11-04 11:35:00+00:00,34770.58203125,34799.65625,34770.34375,34799.65625,34799.65625,0
2023-11-04 11:40:00+00:00,34800.33984375,34803.46484375,34792.07421875,34803.3359375,34803.3359375,0
2023-11-04 11:45:00+00:00,34801.59765625,34801.59765625,34796.4765625,34798.484375,34798.484375,0
2023-11-04 11:50:00+00:00,34782.67578125,34782.67578125,34725.39453125,34725.39453125,34725.39453125,0
2023-11-04 11:55:00+00:00,34730.9609375,34730.9609375,34709.7890625,34709.7890625,34709.7890625,0
2023-11-04 12:00:00+00:00,34732.07421875,34732.07421875,34716.53125,34719.19140625,34719.19140625,0
2023-11-04 12:05:00+00:00,34723.9921875,34723.9921875,34716.17578125,34716.390625,34716.390625,0
2023-11-04 12:10:00+00:00,34715.84765625,34722.8046875,34715.84765625,34720.94140625,34720.94140625,0
2023-11-04 12:15:00+00:00,34719.84765625,34720.890625,34713.69921875,34720.890625,34720.890625,0
2023-11-04 12:20:00+00:00,34730.0234375,34744.3046875,34730.0234375,34733.4140625,34733.4140625,0
2023-11-04 12:25:00+00:00,34735.125,34736.3359375,34732.28515625,34732.28515625,34732.28515625,0
2023-11-04 12:30:00+00:00,34737.33984375,34738.8984375,34731.37890625,34731.37890625,34731.37890625,0
2023-11-04 12:35:00+00:00,34731.41015625,34742.21875,34731.41015625,34741.890625,34741.890625,0
2023-11-04 12:40:00+00:00,34743.05078125,34754.8515625,34743.05078125,34754.8515625,34754.8515625,0
2023-11-04 12:45:00+00:00,34759.98046875,34764.65234375,34744.45703125,34744.45703125,34744.45703125,0
2023-11-04 12:50:00+00:00,34753.4765625,34769.51953125,34753.4765625,34769.51953125,34769.51953125,0
2023-11-04 12:55:00+00:00,34778.734375,34781.609375,34777.80859375,34779.99609375,34779.99609375,0
2023-11-04 13:00:00+00:00,34777.9375,34777.9375,34775.42578125,34775.42578125,34775.42578125,0
2023-11-04 13:05:00+00:00,34778.49609375,34778.49609375,34764.81640625,34764.81640625,34764.81640625,0
2023-11-04 13:10:00+00:00,34766.30078125,34774.0703125,34764.984375,34773.90234375,34773.90234375,0
2023-11-04 13:15:00+00:00,34770.30078125,34774.8125,34759.37109375,34759.37109375,34759.37109375,0
2023-11-04 13:20:00+00:00,34760.671875,34760.671875,34727.95703125,34736.11328125,34736.11328125,0
2023-11-04 13:25:00+00:00,34742.1953125,34746.3984375,34740.421875,34743.86328125,34743.86328125,0
2023-11-04 13:30:00+00:00,34746.61328125,34746.61328125,34730.0390625,34730.0390625,34730.0390625,0
2023-11-04 13:35:00+00:00,34726.19921875,34731.75390625,34721.77734375,34730.8515625,34730.8515625,0
2023-11-04 13:40:00+00:00,34737.48828125,34739.43359375,34737.48828125,34738.6875,34738.6875,0
2023-11-04 13:45:00+00:00,34747.2109375,34754.20703125,34724.41796875,34724.41796875,34724.41796875,0
2023-11-04 13:50:00+00:00,34717.9921875,34717.9921875,34705.14453125,34705.46875,34705.46875,0
2023-11-04 13:55:00+00:00,34708.70703125,34722.87109375,34708.70703125,34716.5625,34716.5625,0
2023-11-04 14:00:00+00:00,34720.5703125,34722.3671875,34714.39453125,34714.48046875,34714.48046875,0
2023-11-04 14:05:00+00:00,34720.453125,34734.05078125,34720.453125,34733.51171875,34733.51171875,0
2023-11-04 14:10:00+00:00,34733.484375,34738.21484375,34724.8125,34727.01171875,34727.01171875,0
2023-11-04 14:15:00+00:00,34723.2109375,34750.27734375,34722.26171875,34750.27734375,34750.27734375,0
2023-11-04 14:20:00+00:00,34749.3984375,34750.0703125,34730.36328125,34730.36328125,34730.36328125,0
2023-11-04 14:25:00+00:00,34728.02734375,34753.125,34726.33984375,34751.86328125,34751.86328125,0
2023-11-04 14:30:00+00:00,34756.45703125,34800.75,34756.45703125,34800.75,34800.75,0
2023-11-04 14:35:00+00:00,34805.1171875,34805.51953125,34789.5234375,34789.5234375,34789.5234375,0
2023-11-04 14:40:00+00:00,34781.7734375,34783.3671875,34766.74609375,34783.3671875,34783.3671875,0
2023-11-04 14:45:00+00:00,34782.53515625,34793.44140625,34781.2109375,34786.04296875,34786.04296875,0
2023-11-04 14:50:00+00:00,34780.9765625,34780.9765625,34773.76171875,34773.76171875,34773.76171875,0
2023-11-04 14:55:00+00:00,34776.84375,34776.86328125,34754.78125,34754.78125,34754.78125,0
2023-11-04 15:00:00+00:00,34755.140625,34770.73828125,34755.140625,34770.73828125,34770.73828125,0
2023-11-04 15:05:00+00:00,34768.49609375,34768.49609375,34724.5078125,34724.5078125,34724.5078125,0
2023-11-04 15:10:00+00:00,34732.68359375,34732.68359375,34712.390625,34712.390625,34712.390625,0
2023-11-04 15:15:00+00:00,34708.12890625,34708.921875,34689.58203125,34689.58203125,34689.58203125,0
2023-11-04 15:20:00+00:00,34699.640625,34703.76171875,34697.55859375,34697.55859375,34697.55859375,0
2023-11-04 15:25:00+00:00,34710.96484375,34711.61328125,34699.11328125,34709.40234375,34709.40234375,0
2023-11-04 15:30:00+00:00,34707.08203125,34741.9296875,34707.08203125,34741.9296875,34741.9296875,0
2023-11-04 15:35:00+00:00,34742.44140625,34742.44140625,34737.421875,34741.953125,34741.953125,0
2023-11-04 15:40:00+00:00,34745.08203125,34746.3828125,34743.859375,34746.3828125,34746.3828125,0
2023-11-04 15:45:00+00:00,34746.6484375,34747.48828125,34719.796875,34719.796875,34719.796875,0
2023-11-04 15:50:00+00:00,34720.3984375,34723.02734375,34717.515625,34719.54296875,34719.54296875,0
2023-11-04 15:55:00+00:00,34711.5546875,34728.83984375,34711.5546875,34728.83984375,34728.83984375,0
2023-11-04 16:00:00+00:00,34734.1484375,34756.125,34732.8984375,34756.125,34756.125,0
2023-11-04 16:05:00+00:00,34751.94921875,34762.53125,34751.94921875,34762.53125,34762.53125,0
2023-11-04 16:10:00+00:00,34766.3515625,34766.3515625,34732.2890625,34737.8671875,34737.8671875,0
2023-11-04 16:15:00+00:00,34742.7109375,34749.91796875,34732.734375,34732.734375,34732.734375,0
2023-11-04 16:20:00+00:00,34730.37109375,34734.57421875,34725.234375,34726.73828125,34726.73828125,0
2023-11-04 16:25:00+00:00,34727.3828125,34738.87109375,34727.3828125,34738.87109375,34738.87109375,0
2023-11-04 16:30:00+00:00,34748.66796875,34775.76171875,34748.66796875,34775.76171875,34775.76171875,0
2023-11-04 16:35:00+00:00,34772.703125,34787.39453125,34772.703125,34787.39453125,34787.39453125,0
2023-11-04 16:40:00+00:00,34774.8203125,34774.8203125,34760.86328125,34764.1953125,34764.1953125,0
2023-11-04 16:45:00+00:00,34767.25,34767.25,34755.69140625,34760.421875,34760.421875,0
2023-11-04 16:50:00+00:00,34761.5,34761.5,34753.7734375,34753.7734375,34753.7734375,0
2023-11-04 16:55:00+00:00,34745.26953125,34745.26953125,34723.375,34723.53515625,34723.53515625,0
2023-11-04 17:00:00+00:00,34719.4375,34731.1875,34716.48046875,34731.1875,34731.1875,0
2023-11-04 17:05:00+00:00,34739.6484375,34739.6484375,34730.7109375,34732.8359375,34732.8359375,0
2023-11-04 17:10:00+00:00,34731.88671875,34737.0625,34731.88671875,34737.0625,34737.0625,0
2023-11-04 17:15:00+00:00,34741.1328125,34742.18359375,34739.5078125,34739.77734375,34739.77734375,0
2023-11-04 17:20:00+00:00,34731.70703125,34764.3828125,34731.70703125,34764.3828125,34764.3828125,0
2023-11-04 17:25:00+00:00,34760.984375,34762.2421875,34758.4375,34762.2421875,34762.2421875,0
2023-11-04 17:30:00+00:00,34754.9609375,34763.984375,34754.9609375,34759.76953125,34759.76953125,0
2023-11-04 17:35:00+00:00,34758.5546875,34768.6796875,34757.2578125,34768.6796875,34768.6796875,0
2023-11-04 17:40:00+00:00,34770.9453125,34770.9453125,34764.40625,34765.109375,34765.109375,0
2023-11-04 17:45:00+00:00,34770.92578125,34770.92578125,34760.0390625,34760.0390625,34760.0390625,0
2023-11-04 17:50:00+00:00,34762.77734375,34767.44140625,34762.77734375,34767.44140625,34767.44140625,0
2023-11-04 17:55:00+00:00,34765.609375,34791.734375,34765.609375,34786.33203125,34786.33203125,0
2023-11-04 18:00:00+00:00,34785.8671875,34792.58984375,34780.19921875,34780.19921875,34780.19921875,0
2023-11-04 18:05:00+00:00,34776.4375,34776.4375,34761.77734375,34761.77734375,34761.77734375,0
2023-11-04 18:10:00+00:00,34764.04296875,34784.12109375,34764.04296875,34779.6640625,34779.6640625,0
2023-11-04 18:15:00+00:00,34778.046875,34780.24609375,34763.30078125,34763.30078125,34763.30078125,0
2023-11-04 18:20:00+00:00,34762.89453125,34765.0625,34760.62890625,34762.98828125,34762.98828125,0
